risk_cluster_key,risk_tags,cluster_size,candidate_owner,candidate_duplicates,semantic_equivalence_guess,safe_to_auto_retire,reason
unknown:p_write_text:equals,unknown,2,tests/unit/test_run_m4_readiness_check.py::test_evidence_ledger_empty_or_missing_fails,tests/unit/test_run_m4_readiness_check.py::test_evidence_ledger_malformed_entries_structured_no_traceback,partial,manual_review_required,static cluster overlap needs human semantic review
unknown:p_write_text:truthy,unknown,1,tests/unit/test_run_fixture_replay_scenarios.py::test_replay_summary_status_compares_actual_result,,unclear,no,single test or no duplicate evidence
unknown:path:contains,unknown,3,tests/unit/test_m5k_workflow.py::test_m5k_postmerge_validation_script_exists_and_is_check_only,tests/unit/test_m5lrm_contract_convergence.py::test_architecture_docs_reference_single_contracts_and_no_competing_semantics;tests/unit/test_m5lrm_contract_convergence.py::test_readme_archive_and_product_links_exist,partial,manual_review_required,static cluster overlap needs human semantic review
unknown:payload:contains,unknown,1,tests/unit/test_controlled_refresh_staging_writer.py::test_twse_mis_unofficial_source_risk_preserved,,unclear,no,single test or no duplicate evidence
unknown:payload:equals,unknown,4,tests/unit/test_controlled_refresh_staging_validator.py::test_twse_mis_unofficial_source_risk_passes,tests/unit/test_controlled_refresh_staging_validator.py::test_twse_mis_unofficial_endpoint_legacy_alias_passes;tests/unit/test_controlled_refresh_staging_writer.py::test_stale_delayed_live_candidate_preserved;tests/unit/test_controlled_refresh_staging_writer.py::test_valid_fixture_backed_staging_payload,partial,manual_review_required,static cluster overlap needs human semantic review
unknown:payload:truthy,unknown,3,tests/unit/test_controlled_refresh_staging_validator.py::test_invalid_payload_builder_cases_record_validation_errors,tests/unit/test_controlled_refresh_staging_writer.py::test_realtime_claim_rejected;tests/unit/test_controlled_refresh_staging_writer.py::test_tmp_path_write_success_with_explicit_confirmations,partial,manual_review_required,static cluster overlap needs human semantic review
unknown:preflight_resolve_timeout_seconds:equals,unknown,2,tests/unit/test_operator_preflight.py::test_env_timeout_override_works,tests/unit/test_operator_preflight.py::test_cli_timeout_override_takes_precedence,partial,manual_review_required,static cluster overlap needs human semantic review
unknown:preflight_resolve_timeout_seconds:no_assert,unknown,1,tests/unit/test_operator_preflight.py::test_invalid_env_timeout_fails_clearly,,unclear,no,single test or no duplicate evidence
unknown:preflight_run_command:boolean_identity+contains+equals+truthy,unknown,1,tests/unit/test_operator_preflight.py::test_timed_out_child_command_returns_fail_shape,,unclear,no,single test or no duplicate evidence
unknown:probe:contains+equals,unknown,1,tests/unit/test_yahoo_probe_classification.py::test_multiple_identity_mismatches_populates_failed_targets,,unclear,no,single test or no duplicate evidence
unknown:probe:equals,unknown,2,tests/unit/test_yahoo_probe_classification.py::test_valid_chart_response_parses_successfully,tests/unit/test_yahoo_probe_classification.py::test_missing_quote_arrays_does_not_crash,partial,manual_review_required,static cluster overlap needs human semantic review
unknown:read:contains,unknown,2,tests/unit/test_twse_mis_docs.py::test_field_dictionary_contains_required_fields_and_flags,tests/unit/test_twse_mis_docs.py::test_contract_contains_v2_fields,partial,manual_review_required,static cluster overlap needs human semantic review
unknown:read_text:contains,unknown,5,tests/unit/test_freshness_delay_matrix.py::test_live_candidate_not_realtime_guarantee,tests/unit/test_pre_merge_checklist.py::test_pre_merge_mentions_pr_metadata;tests/unit/test_pytest_marker_governance.py::test_network_marker_declared;tests/unit/test_repo_wide_governance_regression_m4.py::test_workflow_no_probes_or_prod;tests/unit/test_test_suite_segmentation_docs.py::test_segmentation_doc_boundaries,partial,manual_review_required,static cluster overlap needs human semantic review
unknown:read_text:truthy,unknown,3,tests/unit/test_freshness_delay_matrix.py::test_valid_enum_pairs_pass,tests/unit/test_freshness_delay_matrix.py::test_invalid_enum_fails;tests/unit/test_invalid_payload_corpus.py::test_every_invalid_fixture_fails_with_error_code,partial,manual_review_required,static cluster overlap needs human semantic review
unknown:ref_parse_twse_rows:contains+equals,unknown,1,tests/unit/test_m5i_explicit_bounded_refresh.py::test_parse_twse_rows_price_semantics,,unclear,no,single test or no duplicate evidence
unknown:registry_args:equals,unknown,1,tests/unit/test_validate_source_registry.py::test_validate_source_registry_ok,,unclear,no,single test or no duplicate evidence
unknown:rollback_sim:boolean_identity+equals,unknown,1,tests/unit/test_m5d_publication_candidate.py::test_rollback_no_existing_destination_deletes_new_file,,unclear,no,single test or no duplicate evidence
unknown:rollback_sim:equals,unknown,1,tests/unit/test_m5d_publication_candidate.py::test_rollback_existing_destination_failure,,unclear,no,single test or no duplicate evidence
unknown:run_acceptance_checks:boolean_identity,unknown,2,tests/unit/test_local_delivery_acceptance.py::test_check_only_pass_on_repo,tests/unit/test_local_delivery_acceptance.py::test_missing_required_file_returns_failure_object_not_exception,partial,manual_review_required,static cluster overlap needs human semantic review
unknown:run_ci_delivery_acceptance:boolean_identity,unknown,2,tests/unit/test_ci_delivery_acceptance.py::test_ci_wrapper_check_only,tests/unit/test_ci_delivery_acceptance.py::test_ci_wrapper_can_check_pr_body_changed_files_without_git_remote,partial,manual_review_required,static cluster overlap needs human semantic review
unknown:run_local_validation:boolean_identity,unknown,1,tests/unit/test_run_m4_local_validation.py::test_local_validation_no_network,,unclear,no,single test or no duplicate evidence
unknown:run_readiness_check:truthy,unknown,1,tests/unit/test_run_m4_readiness_check.py::test_readiness_check,,unclear,no,single test or no duplicate evidence
unknown:run_scenarios:boolean_identity,unknown,1,tests/unit/test_summarize_fixture_replay_results.py::test_summary_no_prod_claim,,unclear,no,single test or no duplicate evidence
unknown:run_scenarios:equals+truthy,unknown,1,tests/unit/test_run_fixture_replay_scenarios.py::test_replay_valid_scenarios,,unclear,no,single test or no duplicate evidence
unknown:runner__contract_status:contains+equals,unknown,1,tests/unit/test_m5b_failure_injection.py::test_forbidden_normalized_field_guards_fail_contract,,unclear,no,single test or no duplicate evidence
unknown:runner__contract_status:equals,unknown,2,tests/unit/test_m5b_failure_injection.py::test_malformed_probe_result_is_parse_failed,tests/unit/test_m5b_failure_injection.py::test_non_retryable_http_400_fails_contract,partial,manual_review_required,static cluster overlap needs human semantic review
unknown:simulate:boolean_identity,unknown,1,tests/unit/test_m5d_publication_candidate.py::test_destination_already_exists_simulation,,unclear,no,single test or no duplicate evidence
unknown:simulate:equals,unknown,1,tests/unit/test_m5d_publication_candidate.py::test_atomic_replace_failure,,unclear,no,single test or no duplicate evidence
unknown:simulate_decision:truthy,unknown,1,tests/unit/test_simulate_authorization_decision.py::test_simulator_allows_safe_action,,unclear,no,single test or no duplicate evidence
unknown:source_plan_for_instrument:equals,unknown,1,tests/unit/test_m5k_workflow.py::test_source_routing_plans_listed_otc_index_and_futures,,unclear,no,single test or no duplicate evidence
unknown:subprocess_run:boolean_identity,unknown,1,tests/unit/test_m5i_explicit_bounded_refresh.py::test_check_only_no_network_no_writes,,unclear,no,single test or no duplicate evidence
unknown:subprocess_run:boolean_identity+equals,unknown,1,tests/unit/test_m5a_live_probe_authorization_request.py::test_cli_check_only_valid_request_passes,,unclear,no,single test or no duplicate evidence
unknown:subprocess_run:contains+equals,unknown,1,tests/unit/test_m5ij_end_to_end_acceptance.py::test_m5ij_acceptance_check_only_passes,,unclear,no,single test or no duplicate evidence
unknown:subprocess_run:equals,unknown,1,tests/unit/test_run_m4_fixture_replay.py::test_fixture_replay_script,,unclear,no,single test or no duplicate evidence
unknown:subprocess_run:not_equals,unknown,1,tests/unit/test_m5i_explicit_bounded_refresh.py::test_execute_requires_authorization,,unclear,no,single test or no duplicate evidence
unknown:testclient:contains+equals,unknown,1,tests/unit/test_m6a_observation_ux.py::test_fastapi_local_cors_policy_allows_localhost_127_and_file_null_without_credentials,,unclear,no,single test or no duplicate evidence
unknown:timeouterror:truthy,unknown,1,tests/unit/test_m5b_failure_injection.py::test_retry_classification,,unclear,no,single test or no duplicate evidence
unknown:valid_token:equals,unknown,1,tests/unit/test_validate_authorization_ladder.py::test_valid_authorization_token_passes_schema_and_policy,,unclear,no,single test or no duplicate evidence
unknown:validate:equals,unknown,3,tests/unit/test_m5c_run_summary_destination_correction.py::test_run_summary_destination_correction_validates,tests/unit/test_m5c_supplemental_audit.py::test_m5c_supplemental_audit_validates;tests/unit/test_m5d_frontend_publication_preflight.py::test_m5d_request_is_request_only,partial,manual_review_required,static cluster overlap needs human semantic review
unknown:validate_authorization_ladder:equals,unknown,1,tests/unit/test_validate_authorization_ladder.py::test_ladder_local_ok,,unclear,no,single test or no duplicate evidence
unknown:validate_authorization_ladder:truthy,unknown,1,tests/unit/test_validate_authorization_ladder.py::test_ladder_blocks_elevation,,unclear,no,single test or no duplicate evidence
unknown:validate_candidate:equals,unknown,1,tests/unit/test_m5d_publication_candidate.py::test_candidate_validates,,unclear,no,single test or no duplicate evidence
unknown:validate_manifest:equals,unknown,2,tests/unit/test_evidence_tamper_regression.py::test_missing_fixture_fails,tests/unit/test_evidence_tamper_regression.py::test_modified_fixture_hash_fails,partial,manual_review_required,static cluster overlap needs human semantic review
unknown:validate_request_file:boolean_identity+equals,unknown,2,tests/unit/test_m5a_live_probe_authorization_request.py::test_valid_m5a_request_is_ready_for_user_authorization_review,tests/unit/test_m5a_live_probe_authorization_request.py::test_file_level_errors_have_complete_result_envelope,partial,manual_review_required,static cluster overlap needs human semantic review
unknown:validate_sources:no_assert,unknown,1,tests/test_m3g04_controlled_live_probe.py::test_validate_sources,,unclear,no,single test or no duplicate evidence
unknown:validate_targets:no_assert,unknown,1,tests/test_m3g04_controlled_live_probe.py::test_validate_targets,,unclear,no,single test or no duplicate evidence
unknown:validate_watchlist:boolean_identity,unknown,1,tests/unit/test_m6b_contract_hardening.py::test_watchlist_allows_normal_chinese_stock_name,,unclear,no,single test or no duplicate evidence
unknown:write_acceptance_report:truthy,unknown,1,tests/unit/test_local_delivery_acceptance.py::test_write_report_to_tmp_path,,unclear,no,single test or no duplicate evidence
